user,item,rating
1979818,8152004,7
915378,2022535,2
7047854,2253475,7
6832515,3987272,2
7879822,9865416,2
8637535,2392127,3
1658262,7505284,4
7152865,3064390,5
4837788,5065092,2
4881809,2082898,4
7000221,4234048,6
586303,5334327,5
6942520,7391178,5
6020577,7187974,3
94171,7523361,2
2896220,5335238,8
870945,3916588,4
3708129,8138643,7
8338620,4766482,2
3775720,4997047,9
4751921,6251019,4
8983379,5490193,8
1729178,1280185,5
3558256,7637059,5
4071563,5276055,6
7309729,5335238,8
4390702,5761837,1
9398671,7808187,4
6441290,8318466,3
4179471,5664346,2
5980554,4480831,3
5407189,5611996,5
9997826,3147683,4
6342798,9522381,7
525483,9574764,4
8617364,6646372,3
8204012,6909846,7
8183696,1820914,5
5402678,3416606,3
7018327,2974545,3
3654806,2719496,4
5044845,1898785,8
7805422,4163894,9
9382955,1820914,5
8322031,2968585,6
2171748,6383025,5
1164664,3292428,5
8210774,8266809,6
5598217,2734590,5
2160679,5993503,3
3844442,5931345,4
6713851,6409924,7
4044576,4760479,2
7161651,5334327,5
9801471,1592804,5
8430180,654331,3
9013728,9917939,5
2823655,5114611,5
9298194,3046751,5
7439065,6222583,3
1846894,7937800,3
5145977,9388133,2
3682487,626297,3
5578180,928690,3
8051167,3719256,7
7784462,166015,6
4058841,1888600,5
6867848,9996727,3
1422055,4153462,6
9099202,7059791,7
6000594,3264171,9
7820783,1492227,3
7202585,8899784,4
1824624,5065092,2
8425235,8032497,7
3566704,858676,5
2483177,5259846,2
6388139,7612388,7
6987213,6626101,3
766532,1058537,2
8389645,7259459,5
9932136,2417865,4
8381104,7057085,8
4940134,608892,2
727859,4410457,8
7595998,9450280,1
8887029,476036,4
9019609,6032937,7
4390603,4508533,2
30623,3622618,3
8986355,9388133,3
9934353,9517341,4
1753975,4793193,7
9319529,7519250,1
5866668,2977736,5
6827311,9314845,2
9318084,7675963,2
9674786,270108,4
9642133,815723,5
1699033,15364,9
8719184,973403,8
8987401,5535604,6
7713165,7514969,8
8154237,8508817,3
4179493,3784767,4
8909964,5355658,5
9024433,510646,8
8314353,736574,4
2435913,5329076,9
6280032,7754033,6
9153929,2764748,2
5670332,7965054,5
6674189,2943319,5
4929182,3235220,1
3870724,1133878,6
2969990,5315884,2
1831835,9134277,6
8246452,9336807,3
4119096,8050909,2
9040058,6989647,6
2630942,9921850,5
8436626,6161553,5
5955753,5590059,8
5810216,3616314,6
2689621,5611521,5
867806,476036,4
6778850,3784695,8
1052903,2391199,8
535334,691383,4
6100683,6383025,5
6678293,6383025,5
3474444,7890313,6
7625590,7635229,4
1148025,2903559,4
8510339,4600023,4
9637537,1840236,5
9174313,9240827,7
1130037,858676,6
4834600,8962387,6
4736930,6764525,4
8082509,8383367,7
7896218,3871044,4
8938855,2593263,5
3130098,6303371,6
2064510,3048669,8
2704438,9234073,5
4708227,626297,3
8073468,4610290,5
1158027,7059791,7
2927226,9766337,8
8389745,773381,8
2767602,6025450,4
6054581,555806,2
2019403,8426816,6
9785747,5801286,6
5940326,4123235,8
923155,3939417,4
2791227,9134277,7
2285889,2683991,2
1029418,7519250,1
8575411,8716552,7
6998205,5612173,6
76013,2548348,2
5261206,4419073,4
3461824,4877541,9
1875811,2367695,7
8637087,4781758,6
9652405,7672202,6
8946074,4610290,5
9370290,6119798,6
400698,3565502,3
215427,3117693,4
9439346,6248420,8
457388,4563963,3
2669376,6989647,6
8641480,2495971,5
5145284,5286577,5
9906459,7228969,4
3748181,691383,4
7189075,4761076,3
2682822,362036,5
8273675,4647836,6
1749471,8028438,6
867794,2734590,5
9703618,7056647,3
6443758,6318050,7
7419869,3333417,4
9158517,2453677,7
1207972,8962387,5
3182145,5231975,2
2889495,5284357,1
8971483,2158715,3
4725054,7187471,5
2886894,8682140,2
7625651,7835814,4
2306046,4877541,9
673212,9812665,2
2289493,9831241,2
1538116,9322144,6
426605,4099710,4
5388684,196409,8
1374900,6119798,6
9609251,9242181,6
2590559,3566713,3
8574029,3316187,2
6301014,1359405,3
988866,4573165,7
7067721,5961538,6
3634279,5944654,4
1152962,8690270,5
2174097,1924525,2
8817461,691383,3
4833334,7370068,3
7900928,9925104,4
3480190,2278266,6
6210930,3876799,7
2712965,9124560,7
6208348,2022535,3
3965321,6486457,6
4609093,9865416,2
4134226,3060240,2
2454743,4825180,3
2959119,7059791,7
7907184,476036,4
5123246,6968430,2
1738753,6597860,5
5734321,37656,3
8363964,9715474,1
5914416,1684219,5
1947216,2961782,5
3939814,6785269,6
3889424,4117117,8
1516006,8766371,3
6094054,6159398,7
9365809,9812665,2
660240,5256301,5
7611200,6149028,4
2486500,9865416,2
4386994,9467587,3
7397339,4857222,7
1956166,8426816,7
8018025,8559644,4
5357098,6119798,6
6590309,6369563,6
9460299,730767,6
8448954,1133798,5
5184358,9606724,2
1285084,746569,3
9283900,8383367,7
4794926,1888600,5
3879614,7264117,3
1745526,955652,8
508837,8130458,7
1581142,8524718,3
7515247,7237380,1
3242842,510646,7
8736732,562941,3
7710977,3784767,4
1197895,1654527,3
7308674,2388802,3
2839933,1386791,8
7574944,6374004,4
2693891,5036498,6
1586992,5491386,8
5405615,373176,5
3628324,5795794,3
366978,9837021,4
5431502,96019,7
6095020,6494817,7
1591493,904638,6
4022720,6925269,7
8441828,2981160,4
7279210,7950257,6
4151762,4502184,6
8777662,7635104,3
313425,4123235,8
6752739,2683991,2
4944950,6765257,5
543503,2764748,2
6006216,9343963,7
6572215,8023809,7
7876100,1653037,5
811049,3129509,3
673375,1526330,3
3353836,4623153,3
6820948,3987272,2
621792,547550,5
9024644,7612388,7
2185135,3916588,3
9683206,9343963,7
7834309,2821633,3
609377,9328614,1
6616050,2082898,4
8866164,3951653,8
6908988,1129981,6
1733758,9645076,4
8998385,4573165,7
705261,4253090,7
5764352,9140812,3
7388212,5598015,4
7771217,1386164,2
9259528,6054441,6
2519792,4086241,7
4614037,2623627,2
6808964,5237263,4
6684848,9425947,6
1388048,9298097,7
8786942,7947582,8
6337904,6303371,7
1172053,562941,3
606872,5580784,2
428098,8113852,4
1433912,7251529,4
5571950,9694682,2
7707409,928690,3
6896856,9127180,3
7337608,4362030,5
3093845,5966344,6
3430009,7952461,1
5346163,3259418,5
2949340,8803256,5
2269451,166146,7
1451303,380952,3
3295816,7754033,6
9858925,3899529,5
2453630,2317736,6
1903610,8690270,5
7596499,5276055,6
3422882,7474874,4
1559233,8770006,6
980266,8372249,4
8043205,4997047,9
831176,851302,4
1079977,5611521,5
6783125,5702764,2
5423543,8216017,5
3840577,5611521,5
9402214,9156458,7
633490,6742482,3
7129922,8205564,3
8002290,677757,4
1633280,8854897,3
6357751,8450959,5
650022,1928796,6
2517283,7370068,3
1096607,2066376,3
5355741,9837021,4
291796,5092584,2
6080700,256280,6
5311400,4938470,7
157565,8727926,8
2697768,1888600,5
7026461,9085338,5
9303107,2548348,2
5709457,8650595,5
3583654,9479105,7
7006445,9920602,7
4392196,8520600,5
5086724,2775481,4
2756563,5261254,3
2548288,8584893,3
1670259,7613520,6
8550868,160801,5
5513212,4967981,3
2897823,1220026,5
3598589,440961,7
2350836,9645076,4
8803238,2064490,6
8402807,3565502,3
2405774,1113012,6
1390209,5717896,2
4663063,7701763,6
7693530,4154554,4
2853962,5100947,8
3570599,1898785,8
5145809,476036,4
8814381,4437169,2
280383,2263104,10
8131219,2590083,8
1497636,2064490,6
8116009,2931631,6
1709482,66363,6
939456,7517899,4
6570978,6734539,2
7051058,1653037,5
3603855,6552107,6
6411549,6000153,4
1512080,2037052,9
4776451,9996727,3
6078803,5284357,1
8613992,9927841,4
7791069,3475125,4
5399276,9285067,7
6091894,3691308,2
5555982,4862144,3
4321262,7899380,3
923723,4054032,6
6947525,404718,4
6219878,8101313,3
8154264,9621629,5
3522958,6789882,2
2961994,6325092,7
1283690,8270818,3
244978,2867433,7
4441736,5560053,7
590447,8962387,6
6757454,7505284,4
3630441,384918,3
7704240,9134195,5
7761553,7358407,5
2353086,1252456,2
704795,550664,2
7791027,2185355,1
1723130,7264117,4
7676133,1376546,4
6663113,7686638,8
7850432,5261505,2
8422738,8508817,3
9954525,2158715,3
7270085,555806,3
7281662,3931129,7
2337446,2241269,4
3855999,5590059,8
4026403,4466514,4
2638303,6161553,5
7622621,4153462,7
7613308,436425,4
3558942,1608107,8
6658182,6416613,3
1105547,6727504,5
4766598,4599538,6
6006803,37656,3
7949153,7757177,8
7086613,5642335,6
4726186,2840379,4
25470,5795794,2
3435105,2317736,6
6852849,3882687,4
2651565,8331745,7
8433344,1630820,5
8793659,8919832,6
6798432,6679076,7
6769624,2549884,2
2053970,7757177,8
1270100,4380015,7
2896149,5114611,5
8344096,362036,5
7174055,407360,3
5087419,9321532,3
8295969,7753251,4
5856466,9350972,4
6063633,7308930,2
4024281,7244274,3
3171969,8101313,3
7195014,5812521,6
8956795,5956593,6
1076416,6223017,4
4894422,4731331,3
9536963,3064390,4
2448378,2391199,7
2550863,9322144,6
3267747,6432927,5
8790751,2717598,8
9854268,4731331,3
2829463,8737082,4
6154837,5276055,6
4009442,2767769,5
2293313,2203608,4
1706050,5284357,1
5556269,4450476,3
797580,3323661,8
4498670,6267437,7
4899745,1333382,9
9036274,614914,2
2263792,9240827,6
2422687,1209943,6
6242133,7891007,6
8903034,1371416,3
5310603,4309659,3
9665391,8770006,6
4446271,9156458,7
9533682,5730568,3
7009124,2093740,6
9929535,647092,6
9611736,4760479,2
8457511,858676,5
3039425,4273874,2
6158749,6176693,7
3846813,2278266,6
7905832,2765464,3
2587233,3503743,2
3909416,4423891,3
200890,7394025,3
7907364,7998956,7
5937687,2670533,4
4601658,5812521,6
1470957,6742482,3
9782655,6494817,7
4448643,5528910,2
9992106,3104566,3
2013144,169365,6
3157607,5566296,2
8510066,3853010,6
7434982,7835814,4
9986633,8899784,4
9820460,9765877,3
3529737,2453677,7
7957614,7339051,4
6820063,2584304,7
5232453,1209943,6
6598380,1961313,7
467985,9319910,5
7239881,5474390,4
7784462,8792750,3
4430813,2968585,6
4487363,9127180,3
4556862,9393579,3
4736796,5232124,6
8040835,5365151,6
1767174,8292568,7
2486446,8716552,7
789684,4888230,3
2331415,50569,4
4014742,3945826,7
2082112,2623627,2
6945616,6280419,3
4066227,5590059,8
6982155,5801286,8
9683478,944610,5
5942541,3952549,8
6445688,4339499,7
6630335,1189951,2
3633497,2037052,9
4448371,5365151,6
3969854,549142,5
9174058,9343963,7
310833,4857222,7
1884759,6752339,4
1594782,6278705,7
7707847,4115206,6
7638967,510646,7
2661423,8312760,2
2873373,4123399,6
5885878,2651311,4
661415,860149,2
3122946,9450280,2
962425,3840877,2
1467076,4781758,6
9080675,3693024,4
7887220,647092,6
2303383,749109,5
5597604,3270469,4
2738237,4338069,7
3395993,3271353,6
7705118,5689055,6
7408261,6734539,2
891591,615426,4
8041527,3952549,8
5578156,3270469,5
8770840,5036498,6
6382995,1893676,4
9529127,4516179,1
5226165,9815958,4
753485,8383367,7
6129475,9116963,2
5546005,9917939,5
8866924,4633015,2
4220467,4761076,3
6268677,5301341,7
4418857,3117693,4
4254741,17106,5
5603276,883781,4
6054853,8422662,2
5936334,7382113,2
6641208,2158715,3
7770133,3104566,3
8276153,3871044,4
4889067,3840877,1
6014819,5261254,3
108395,7406199,1
7483329,4086241,7
6565658,6679076,7
3287995,9338608,4
4950367,3622618,3
2137174,457459,5
6413742,463210,2
7076422,4666235,4
1685254,2495971,4
9103480,8477175,3
4054617,4808600,5
5327102,6325092,7
7283292,5017287,7
1651796,4766482,2
8601822,8508817,3
9662833,4633015,2
9870059,7175109,5
5952898,1124293,3
2280727,7244274,4
1527934,5877719,6
5577436,4579806,5
5354240,2253475,7
2391311,2487729,1
5010287,5730568,4
4513815,1730932,5
2254984,3303014,1
5859948,2417865,4
6153412,8803256,5
948820,2251535,3
140412,3863384,2
7330956,6040445,7
3520913,9515960,4
3322163,1610890,2
5540776,9314845,2
3904525,6792941,3
2744069,9311761,2
9895938,9298097,7
4611454,6749467,8
472509,555806,3
5110027,4138309,8
1541248,3189996,6
4065226,4579806,5
7810574,9083322,7
2065590,9956142,3
1737821,614914,1
4554811,3330881,2
6734683,2917977,5
7349679,6242825,7
8617701,9129728,6
5647425,7942084,8
8627301,3292428,5
813433,7251529,4
1700238,9470870,3
1834424,2775481,5
7186600,389432,3
7228773,7223309,2
3965859,8520600,5
6145934,2548348,2
6787395,6486457,6
6565938,8331745,7
2634700,7227194,6
7341937,8372249,5
1852183,1552869,8
7848411,6977,7
6769300,7370068,3
9080248,5528910,2
6741844,166755,3
5376227,349710,3
4157033,6789882,2
9117207,1610890,2
7181215,9453188,4
5572980,9929528,6
9817573,6977,7
8367323,9388133,3
8692820,3271353,6
1979405,5315884,2
2307277,3333417,4
8710146,7419752,8
5463128,546832,3
1772452,3570907,5
9138974,6679076,7
2354714,1239713,5
946848,9144910,2
3324012,6238334,6
6187550,1378372,6
4442955,2201020,6
4870413,3117693,3
6381578,721503,6
2457966,1754734,2
8378012,3719256,5
8766945,8792835,2
3852826,4579806,5
1958274,7836236,3
2948238,8727926,8
8611445,3117693,4
4988257,476036,4
9965123,3691308,2
7664327,3648284,2
6927398,8372249,5
3380745,5560053,7
4408332,1371416,3
7587592,5276055,5
7463415,9140812,2
7803117,4877445,6
4979047,8477175,3
7011381,8339451,7
7718777,3060240,1
5523533,721503,6
8269379,5915583,7
8821983,5315884,2
8704701,6040445,7
26869,9645076,4
3536644,4480831,3
668279,3064390,4
7424048,3503743,2
2374601,6399957,6
3884863,2237043,2
7060037,5017287,6
4336567,6564551,3
5353634,3333417,3
3749069,8805342,6
5222230,9621629,5
4888136,7517899,4
4390181,2474859,8
1608972,8318466,3
3633497,2670533,3
6027189,9927841,5
7478232,624375,4
1449497,6749467,8
651377,2474859,8
4881749,7569483,3
1146208,7952461,1
318297,1124293,3
643684,3046751,6
8443190,6788779,8
5558041,8100846,5
3771006,277410,5
9766313,4640990,2
62180,7835814,4
7854976,2185355,2
3677911,9820246,4
9679823,242656,2
9184451,6957551,4
7067376,4153462,6
2780817,7259459,5
8601503,5100947,8
130999,5955854,2
3511168,4831290,2
1390942,1038427,5
4148277,5862965,8
9761111,1713705,6
6163176,1220026,5
5822122,2122008,7
1248989,9262861,3
6096466,7187471,5
7161651,5993503,3
1601864,7056647,3
2515389,8087909,2
6306077,6238334,6
5558843,8191997,7
6653790,4498285,5
6158749,8604962,3
9966490,4563467,3
4849738,2623627,2
7397915,2821633,3
4022720,6572759,3
4789666,3593889,4
8242056,2509474,5
7530902,4338069,7
5705101,9467587,2
3737812,5273506,2
7695645,5915583,7
5786490,511107,7
2642800,3840877,1
1928282,4516179,1
1751956,691383,4
1784042,5961538,6
6019250,8757599,6
4166031,6788779,8
8057058,196409,7
2431503,6486457,6
1837762,9920602,8
9125806,5017287,7
5654520,6727504,5
1088531,7187471,5
6393559,9134277,7
6332464,851302,4
9785534,6119798,7
7009118,6589195,6
4044576,8714045,2
3327738,3649421,6
3984204,3264171,9
877164,9738646,8
981331,1982414,1
7356263,7674564,7
2343712,1124293,3
7276444,3784767,4
9204648,6583741,5
8716638,256280,6
7738442,3271353,6
4046872,5286577,4
9164360,5329076,9
3701820,2775481,4
926577,7569483,2
659617,6952533,1
7189196,2509474,5
6088810,9083322,7
574276,1133798,7
7870610,463210,2
9197581,6048123,7
7554699,2685033,4
4819963,3895098,6
4283633,1653037,5
146262,9920602,7
5039613,9336807,3
8054264,5832368,6
2594687,1176549,2
2362793,5092584,2
7245195,2509474,5
9792399,7218898,8
3499511,7056647,3
4394172,4466685,3
8255533,6909846,7
1516964,584357,3
6691686,8650595,5
5150541,1271102,4
3270082,8100846,5
932364,8134163,6
2003722,9241285,5
3496717,9611792,8
7408144,4086241,7
2064510,2241269,5
6789304,8096983,5
5783989,7890313,6
7518549,5076733,4
6483305,9820246,4
9498834,4395556,6
1165140,5041124,8
8967093,3951653,7
1125910,3132252,8
1546112,4666235,4
7180514,2201020,6
4252180,8962502,7
4229079,4623153,3
9930245,608892,2
6202349,7474874,4
837913,6393387,3
9179379,7218898,8
8873273,9885568,5
7765984,5717896,2
4966115,9262861,3
3687107,6222583,3
9194102,3863384,2
6447676,8114902,5
5878359,8140265,3
8147809,7515939,3
7274841,7370068,3
3524787,8250870,3
4789641,364974,5
548084,5300235,5
5107398,7359359,6
6635196,4610830,8
1286980,624375,4
5079288,2726811,4
161394,9885568,5
6257899,705324,3
347035,5689055,6
2571214,9172555,6
313425,7259459,5
8822846,6679076,7
1613087,3129509,3
4531069,4303341,3
2337535,8677719,6
5401492,9070832,3
6411780,2439527,4
2659086,4273874,2
9918822,1855822,4
8816185,6631314,5
3220026,9921850,5
960537,549142,5
6653010,9453188,7
803357,9621629,5
4065781,1963562,6
3917390,2367695,7
9904335,9393579,3
4043883,7584199,5
1977237,4339499,7
5850197,404718,4
2779717,2385854,4
1221480,4163894,9
8932580,8520600,4
7075962,6374004,5
6383181,4666235,4
2352396,37281,3
869051,7753251,4
4355801,1888600,5
4328142,1371416,3
3355910,6711257,6
6553252,2253475,7
4125363,7339051,4
2307277,3565502,3
8744474,2290421,5
1153574,669924,4
454320,4761076,3
8614607,4498285,5
829298,5501888,3
7279581,4300646,2
8199993,9010052,4
2466662,440961,7
984549,6325092,7
5570508,5931345,4
7736060,3840877,2
4362866,5335356,3
4789526,2185355,2
800172,7391178,5
1589566,98905,7
9210790,9388133,2
5633552,6956950,6
6011619,7267543,7
3417912,1333382,9
6868930,1046695,2
6112206,9793615,7
3047846,7942084,8
4401256,6486457,6
9661833,1371416,3
6080376,1754734,2
9651558,6278705,7
7315546,6687434,3
2292822,547550,5
6409044,7358407,5
9160997,345369,3
3184298,9241285,5
3309416,5315884,2
6173382,2401657,4
7406319,5779504,5
3006821,4469780,7
6019250,5284357,1
8905819,5689055,7
1983374,5315884,2
3422758,4761076,3
7125233,9311761,2
9279563,5329076,9
356443,7394025,3
754588,380952,3
1163790,4825180,3
4146099,9083322,7
5994796,5801286,8
6655338,5491386,7
1837186,4857222,7
4062361,5642335,6
5233983,5612173,6
4686552,8095283,7
7437618,5936628,4
620207,7501812,1
3572655,6432927,6
7797301,7899380,3
7503110,9918142,3
660193,851302,4
7458690,2548348,2
85965,9636211,4
6337015,9279573,1
8321613,2278266,6
3671510,6048437,4
1962906,9621629,5
7217054,3985924,2
9606678,2518942,4
6767577,1359405,3
2086797,6054441,6
8408112,9917939,5
7102908,3350906,2
5644337,4877541,9
7313513,4610830,8
8048727,3778343,6
2919841,8470515,6
8806428,373176,5
3795359,2767769,5
2310923,6792941,3
6761039,2391199,7
1920935,721503,6
1009808,2623258,5
4593412,5642335,6
7515080,2098449,6
2325296,5875100,6
9936789,4338069,7
2748827,2849771,3
2960223,8140265,3
1651163,4423891,4
9745356,8520600,5
4904695,389432,3
6797141,2098449,6
1738753,7937800,3
7419869,3005368,6
5981053,3147683,5
7281959,3211521,3
47552,6393387,4
7428368,7686638,8
7452736,9390872,3
3389935,6639258,7
1972915,9621629,5
8225922,615426,4
8486395,3812611,6
372824,5953136,2
3378446,6465239,7
3255655,7148556,3
2274099,1630820,4
4859620,5259846,2
2968117,5611996,5
3910974,5573851,3
458111,3589264,6
1686634,5761837,1
8162631,7675963,1
324912,2717598,8
1532983,9636211,4
3631687,5259846,2
8255045,8641079,4
7939728,270108,4
6205452,5611996,5
4757708,5261505,2
2913915,4997047,9
8132745,9241285,5
5764785,4640990,2
9553122,8592878,7
1390209,1280185,5
438782,5003791,3
3700269,8422662,3
9001846,4294457,6
8602624,1169977,6
650440,9812665,2
8952443,9470870,3
3091336,7998956,7
7794592,8604962,3
7713846,4508533,3
2737047,8331745,7
6832799,5921654,7
5206192,5237263,4
2635021,5301341,7
8230633,8130458,7
5587846,8372249,5
6006803,2325178,5
8839620,5422817,6
327390,7660791,7
4984680,9315262,5
9930578,6658918,7
1319423,2590083,8
3764483,5315884,2
8832970,362036,5
9570611,384918,3
9896581,5076733,4
3664421,241703,7
4861587,3590161,6
8088848,7635229,4
9604745,9314845,2
2104920,8792333,5
7901246,8803256,5
8229129,9776237,7
8320123,4888230,3
4602675,7514969,8
3424537,5832368,6
7895398,669924,4
6373571,3330881,2
6068462,170332,9
1205674,1820914,5
6373410,7187471,5
4154116,8310112,1
4920427,7391729,2
5995402,4610290,5
3180110,2717598,8
3552687,6267437,7
9957352,1376546,3
7228524,3104566,3
9917713,5779504,5
4594165,8191997,7
6247728,6765257,5
7451373,8292568,7
3560941,6119798,6
606861,7907017,7
9001846,6689740,4
7642379,2234511,3
2605686,166015,4
484256,7675963,1
3475863,8604962,3
756020,626297,3
5626552,3691308,2
6698262,7406199,1
1073805,9927841,5
6935399,8096983,5
6565009,2926357,7
7751526,4888230,3
2825136,1820914,5
8879305,6399957,7
2491103,5885410,4
8772018,6288670,4
8172768,9776237,7
463241,9831241,2
5665541,6906991,3
7483886,7637059,6
7193695,2237597,2
5973444,6263901,6
5299596,5951657,4
200963,2037052,8
7402406,5047808,6
3684361,7282713,5
7896787,8152004,7
5725958,584357,3
7514809,7218898,8
2947341,8140265,3
850420,7515939,3
7270116,9574764,4
4680590,463210,2
3358230,9671210,3
7342452,4437169,2
8816946,8383367,7
8887222,1715732,5
7745329,5924955,8
7025281,9144910,2
6123256,2064490,6
1247654,1058537,2
5360378,407360,4
3565591,6572365,3
7796365,8611791,4
2354853,4877541,9
8028402,4967981,3
9284278,6000153,4
4178616,749052,5
7958170,2961782,5
8666290,4610830,8
3107608,8270818,4
4845137,7880000,3
24460,9517341,4
7045898,3784767,4
9387183,463210,2
6914145,2093740,6
6525713,5598015,4
6533491,982300,6
7233204,2278266,6
8041527,5573851,3
9788406,5944654,4
4592750,751333,4
2341000,955652,8
1028754,5284357,1
2927248,3534263,5
891662,3264171,9
9527607,1271102,4
4510814,7754033,6
1256614,7753251,4
4147013,1754734,2
5716275,3267462,5
1906429,9315262,5
2333268,8962502,7
8767728,2584304,7
7875699,9129728,6
7722301,3685536,6
5278360,1038427,5
9393902,2395541,3
7614744,9848704,7
207022,2549884,2
3664231,1371416,3
3490879,1872598,7
929131,2584578,2
2314170,6773964,6
7532662,3987272,2
6208654,6968430,2
9628054,5334327,5
2478203,3323661,8
5560255,3296617,3
697561,2317736,7
2755950,2931631,5
521629,9892404,4
961090,7635229,4
8953948,9322144,6
1474517,6792941,3
4691364,2764748,2
5610454,751781,6
6766521,9127180,3
8006560,5717896,2
319405,546832,3
9439346,5944654,4
2581277,2968585,6
1052547,8690270,5
5229479,3303014,2
6494795,1169977,6
8884217,7067031,3
6167619,2122008,7
3568530,5702764,2
5020152,5936628,5
1734059,6539178,1
6066826,380952,3
2540148,3691308,2
5917403,1371416,3
3364606,4831290,2
2985317,5956593,6
7170158,1898785,8
4203785,9885568,5
7917078,9085338,5
8762345,5262314,2
7460210,440961,7
8155276,9837021,4
9245494,7339051,4
8945349,9581121,4
7988332,3565502,3
3770627,384918,3
11035,3117693,4
2268411,6977,7
9118855,8339451,7
4220868,9210889,3
8767513,2917977,4
1714156,815723,5
6827035,2234511,3
6649081,9917939,5
4400493,4600023,4
2468378,7890313,6
9715944,5501888,2
5548425,1167325,7
1924309,2585784,7
8869340,4502184,6
3003615,3022512,8
3514547,6034642,5
4945380,9920602,8
9731767,7523361,2
4361822,6222583,3
5926834,7081234,7
3368087,4760479,2
5875449,6149028,4
2606928,17106,5
9498603,6952533,2
6652955,166755,3
7334925,349710,3
4859653,7701763,6
9276283,4599538,6
4455094,7251529,4
9107061,7808187,4
6116977,3784767,4
2785448,6646372,3
5160498,4540383,7
5936334,5762808,5
6773527,9327124,4
4992090,4552582,4
6616050,1359405,3
477182,1589691,2
5987257,2122008,7
2015716,6101857,5
9687220,4606702,3
17659,4444333,2
7003656,4469780,7
5195976,9606724,2
7084838,9619390,2
7493485,6572759,3
9200038,5762808,5
1880675,1032780,4
6278637,2700084,3
8375975,5885410,4
3503077,7237380,1
3634554,8803427,3
3049826,5885410,4
8920958,8056713,3
7170119,4888230,3
9641727,736574,4
4859339,4938470,8
673212,1209943,6
5848260,3911777,6
9870059,3882687,4
5716723,6208033,5
4911668,9645076,4
4816350,1925954,2
8761657,7635104,3
8372332,7584199,5
6988833,8795029,5
527018,3593889,4
2463990,5961538,6
3090365,6043828,1
4597478,8070288,7
7236314,2590083,8
2280048,7672202,6
2010842,2417865,4
2099784,4671186,5
1367780,345369,3
2250523,7514969,8
1097919,746569,3
1962323,9795716,6
3535225,4450476,3
9393902,1133796,5
895563,9210889,3
3144060,8919832,6
7301546,4565626,6
2050299,2974085,5
8241461,5525110,3
1359066,9124560,7
6210930,9606724,3
4318650,1736429,7
7614744,1113012,6
7863908,1315645,8
3455720,8766371,3
6629341,9567571,3
4295569,1359405,3
6109270,7808187,4
7295791,751781,7
7391884,2395541,3
2471422,8520600,5
2363873,9234073,5
5731138,7947582,8
3500630,9327124,4
4962998,7686401,2
4091581,5068775,3
9667923,5612173,6
6980600,9522381,7
523224,440961,7
8561995,3081425,5
2974510,550664,2
8944195,3189996,7
86209,1855822,4
9236836,313198,9
6497162,4579806,6
7458908,4469424,2
8317595,7754033,6
5201055,3235220,1
389317,5284357,1
8981916,3104566,3
7458908,3566713,3
6822345,216873,6
926763,1058537,2
9897904,6159398,8
4487406,8218698,7
2882999,6242825,7
2077307,8138643,7
2012910,2874802,6
8508388,2874802,6
2830626,3129509,4
101269,1113012,6
2127726,7359359,6
5243625,7635229,4
3292500,6749467,8
5900986,2037052,9
2707619,6000153,3
1286373,7950257,6
4441155,5578082,3
6607106,6564551,3
5886401,2497416,1
1850150,3040102,7
292077,5286577,4
5281061,7503170,6
6929424,7942084,8
2514705,5365151,6
3394450,5207530,3
2884351,2775481,5
7887640,5885410,4
9991172,1987221,3
7808282,2726811,4
7268247,7998956,7
8549741,3303014,1
8821385,535154,2
8487435,270108,4
7049781,705324,3
5351987,256280,6
5299750,535154,2
8009036,9766337,8
32109,9892404,5
3685205,9285067,7
2557365,5953136,2
4622970,4623153,4
9387664,4117117,8
6532004,1220026,5
8272114,3147683,5
8115431,654331,3
2706373,3899529,5
9526550,6159398,7
3647715,373176,5
5135461,8070288,7
5869240,5036498,6
9148952,1552869,8
8478785,7491521,5
2071443,2623258,5
3570363,5449181,5
3338315,5490193,8
1453348,277410,5
7043679,7753251,4
8428637,6989647,6
7688111,7064465,6
9074917,6399957,6
3573287,9795716,6
1445787,1754734,2
4309053,3661994,4
5292187,9567571,3
360042,7474874,4
7989308,7067031,3
2685920,5573851,3
9303107,7635229,4
577103,9127180,3
3143704,9837021,4
2669390,2821633,3
3811904,9262861,3
7978181,7947582,8
5131571,3350906,2
1054933,1630820,5
8764536,5363180,3
1991388,6959854,8
501754,9129728,6
8203403,3951653,7
8724848,8191997,7
311966,8292568,7
4854473,8331745,7
6766521,3235220,1
1443077,4004519,2
6962143,3260192,6
5471674,6773964,6
4999526,8422662,3
669342,1046695,2
5714142,9815958,4
6113636,6176693,7
3026990,8331745,7
3738562,9996727,3
5312688,2871903,7
7562435,8056713,3
3320449,3685536,5
1881254,9515960,5
6647677,6032937,6
702015,1810947,2
3819767,166755,3
9050825,546832,2
7228524,7311490,7
3201824,7563995,7
8897154,9545344,7
3996672,1526330,3
1313016,1252456,2
9985843,9393579,3
8518229,7391729,2
660246,8611791,4
2497189,4938747,7
7308022,4610830,8
3953543,1928796,6
7043257,9616563,3
836103,3911777,6
1583794,6305989,2
6995448,7635229,4
3763012,2203608,4
7900272,7890313,5
4428586,8549741,4
6429497,4599538,6
2237073,6325092,7
5346888,3246875,6
6333232,5961538,6
7065481,6734539,2
532395,8450959,5
4310408,8682635,4
1568592,9417374,2
3928063,9116963,2
8344486,1113012,6
5481597,2549884,2
8654740,1359405,3
